the_geom,BoroCode,BoroName,BoroCD,CounDist,AssemDist,StSenDist,CongDist,Shelter_ID,Corner,On_Street,Cross_Stre,Longitude,Latitude,NTAName,FEMAFldz,FEMAFldT,HrcEvac
POINT (-73.95386257480219 40.5991797643528),3,Brooklyn,315,48,45,22,8,BR02975,NW,AV U,E 18 ST,-73.953864,40.599188,Madison,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-74.0007105551829 40.68892874825048),3,Brooklyn,306,39,52,26,10,BR02976,SE,COLUMBIA ST,WARREN ST,-74.000712,40.688937,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.94709557387927 40.65586575290745),3,Brooklyn,309,40,43,20,9,BR02977,NE,NEW YORK AV,CLARKSON AV,-73.947097,40.655874,Prospect Lefferts Gardens-Wingate,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9447215747784 40.65582275252116),3,Brooklyn,309,40,43,20,9,BR02978,NW,CLARKSON AV,Kings County Hospital,-73.944723,40.655831,Prospect Lefferts Gardens-Wingate,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94178257523713 40.65599975257275),3,Brooklyn,309,40,43,20,9,BR02979,NW,CLARKSON AV,E 39 ST,-73.941784,40.656008,Prospect Lefferts Gardens-Wingate,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98958755918379 40.665381751888404),3,Brooklyn,307,39,51,26,10,BR02980,SW,5 AV,15 ST,-73.989589,40.66539,Windsor Terrace-South Slope,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96891856595698 40.67251175030944),3,Brooklyn,355,35,44,20,10,BR02981,SE,FLATBUSH AV,GRAND ARMY PLZ,-73.96892,40.67252,Prospect Park,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91407158428598 40.65715575094948),3,Brooklyn,316,42,55,19,8,BR02982,NE,E 98 ST,LOTT AV,-73.914073,40.657164,Brownsville,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.9028035884895 40.644727753085164),3,Brooklyn,318,46,58,19,8,BR02984,SE,GLENWOOD RD,E 96 ST,-73.902805,40.644736,Canarsie,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.94699957387506 40.65569675279427),3,Brooklyn,309,40,43,20,9,BR02985,NE,CLARKSON AV,NEW YORK AV,-73.947001,40.655705,Prospect Lefferts Gardens-Wingate,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97957656101812 40.69357674657152),3,Brooklyn,302,35,57,25,7,BR02987,NW,MYRTLE AV,NAVY ST,-73.979578,40.693585,Downtown Brooklyn-DUMBO-Boerum Hill,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.9698795639058 40.69287174615063),3,Brooklyn,302,35,57,25,7,BR02988,SW,VANDERBILT AV,MYRTLE AV,-73.969881,40.69288,Fort Greene,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90533958637553 40.66476874974447),3,Brooklyn,316,41,55,25,8,BR02989,NE,DUMONT AV,Mother Gaston Blvd,-73.905341,40.664777,Brownsville,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90545958724806 40.64866375297258),3,Brooklyn,318,42,58,19,8,BR02990,NW,ROCKAWAY AV,FOSTER AV,-73.905461,40.648672,East New York-New Lots,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.91012658438034 40.66688874953853),3,Brooklyn,316,41,55,25,8,BR02991,SW,ROCKAWAY AV,SUTTER AV,-73.910128,40.666897,Brownsville,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98748055820191 40.69989274582388),3,Brooklyn,302,33,52,26,10,BR02992,SE,SANDS ST,PEARL ST,-73.987482,40.699901,Downtown Brooklyn-DUMBO-Boerum Hill,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.99191955658763 40.702472745102874),3,Brooklyn,302,33,52,26,10,BR02993,SW,FRONT ST,YORK ST,-73.991921,40.702481,Downtown Brooklyn-DUMBO-Boerum Hill,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.97869656142741 40.684643748520664),3,Brooklyn,302,33,52,26,10,BR02994,NW,ATLANTIC AV,4 AV,-73.978698,40.684652,Downtown Brooklyn-DUMBO-Boerum Hill,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90484758542203 40.69350474421114),3,Brooklyn,304,37,54,18,7,BR02995,SW,IRVING AV,COVERT ST,-73.904849,40.693513,Bushwick (East),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91169558367733 40.68224874626116),3,Brooklyn,316,41,55,25,8,BR02996,SW,ROCKAWAY AV,CHAUNCEY ST,-73.911697,40.682257,Ocean Hill,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96775156860191 40.63980175700694),3,Brooklyn,314,40,44,21,9,BR02997,NE,CORTELYOU RD,STRATFORD RD,-73.967753,40.63981,Flatbush (West)-Ditmas Park-Parkville,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98931855847424 40.691834747495896),3,Brooklyn,302,33,52,26,10,BR02998,SW,BOERUM PL,JORALEMON ST,-73.98932,40.691843,Brooklyn Heights,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.87137959681141 40.672554746768036),3,Brooklyn,305,42,60,19,8,BR02999,SW,EUCLID AV,SUTTER AV,-73.871381,40.672563,East New York-City Line,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-74.00419455541805 40.651100755520666),3,Brooklyn,307,38,51,26,10,BR0300,SW,5 AV,39 ST,-74.004196,40.651109,Sunset Park (West),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98607156092412 40.6689427512785),3,Brooklyn,306,39,44,26,10,BR03000,SE,9 ST,5 AV,-73.986073,40.668951,Park Slope,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94500357632876 40.616294760562575),3,Brooklyn,314,45,41,21,9,BR03001,NW,NOSTRAND AV,KINGS HWY,-73.945005,40.616303,Flatlands,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.95811756672038 40.7135007419814),3,Brooklyn,301,34,50,18,7,BR03003,NE,ROEBLING ST,GRAND ST,-73.958119,40.713509,Williamsburg,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-74.0137885538472 40.63793175834434),3,Brooklyn,307,38,49,17,10,BR03004,SE,60 ST,6 AV,-74.01379,40.63794,Sunset Park (Central),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94928657712981 40.588938766029294),3,Brooklyn,315,48,41,22,8,BR03005,NE,OCEAN AV,AV Z,-73.949288,40.588947,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,1
POINT (-73.96711056827283 40.63395175787927),3,Brooklyn,314,40,44,21,9,BR03006,NE,CONEY ISLAND AV,NEWKIRK AV,-73.967112,40.63396,Flatbush (West)-Ditmas Park-Parkville,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.93839857467303 40.68432174674715),3,Brooklyn,303,36,56,25,8,BR03008,SW,Marcus Garvey Blvd,JEFFERSON AV,-73.9384,40.68433,Bedford-Stuyvesant (East),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.88260959443527 40.65657575039704),3,Brooklyn,305,42,60,19,8,BR03009,NE,VAN SICLEN AV,COZINE AV,-73.882611,40.656584,East New York-New Lots,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.96939756539106 40.676545749142505),3,Brooklyn,308,35,52,20,10,BR03010,SW,VANDERBILT AV,PARK PL,-73.969399,40.676554,Prospect Heights,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93964857324278 40.7011617434654),3,Brooklyn,304,34,53,18,7,BR03011,SW,FLUSHING AV,BEAVER ST,-73.93965,40.70117,Bushwick (West),X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.93458457623947 40.67949574740654),3,Brooklyn,303,36,56,20,8,BR03012,SE,FULTON ST,TROY AV,-73.934586,40.679504,Bedford-Stuyvesant (East),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94279857908636 40.593621764850056),3,Brooklyn,315,48,41,22,8,BR03013,NW,AV X,E 28 ST,-73.9428,40.59363,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.88158159549795 40.64792275184253),3,Brooklyn,305,42,60,19,8,BR03014,NE,Pennsylvania Av,SCHROEDERS AV,-73.881583,40.647931,Spring Creek-Starrett City,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.87850759685988 40.64516275243985),3,Brooklyn,305,42,60,19,8,BR03016,NE,Pennsylvania Av,HORNELL LOOP,-73.878509,40.645171,Spring Creek-Starrett City,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.87997559573414 40.646510752313006),3,Brooklyn,305,42,60,19,8,BR03017,NE,Pennsylvania Av,GENEVA LOOP,-73.879977,40.646519,Spring Creek-Starrett City,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.96096856633292 40.70657574360358),3,Brooklyn,301,33,50,18,7,BR03018,NW,LEE AV,Wilson St,-73.96097,40.706584,South Williamsburg,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96101256655434 40.70662374316571),3,Brooklyn,301,33,50,18,7,BR03019,NW,LEE AV,Wilson St,-73.961014,40.706632,South Williamsburg,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96285756583684 40.705793743138315),3,Brooklyn,301,33,50,18,7,BR03020,SE,BEDFORD AV,TAYLOR ST,-73.962859,40.705802,South Williamsburg,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95097557196284 40.663320751409714),3,Brooklyn,309,40,43,20,9,BR03021,NW,NOSTRAND AV,STERLING ST (Empire Blvd),-73.950977,40.663329,Prospect Lefferts Gardens-Wingate,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94849157485956 40.64015275574281),3,Brooklyn,317,45,42,21,9,BR03022,NW,NOSTRAND AV,Newkirk Av,-73.948493,40.640161,East Flatbush-Erasmus,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.9476785754867 40.63196175709193),3,Brooklyn,314,45,42,21,9,BR03023,NW,NOSTRAND AV,AV H (Flatbush Av),-73.94768,40.63197,Flatbush,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.94461157758346 40.615770760895465),3,Brooklyn,318,45,41,21,9,BR03025,SE,NOSTRAND AV,KINGS HWY,-73.944613,40.615779,Marine Park-Mill Basin-Bergen Beach,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.9420255790884 40.600555763550005),3,Brooklyn,315,46,41,22,8,BR03026,NW,NOSTRAND AV,Av U,-73.942027,40.600564,Madison,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.95296857241732 40.65593575301813),3,Brooklyn,309,40,43,20,9,BR03027,SE,ROGERS AV,PARKSIDE AV,-73.95297,40.655944,East Flatbush-Erasmus,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95296257210909 40.655899753296225),3,Brooklyn,309,40,43,20,9,BR03028,SE,ROGERS AV,PARKSIDE AV,-73.952964,40.655908,East Flatbush-Erasmus,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.951700569625 40.69072674637874),3,Brooklyn,303,36,57,25,8,BR03029,NW,NOSTRAND AV,Kosciuszko St,-73.951702,40.690735,Bedford-Stuyvesant (West),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95171057057453 40.690766745972496),3,Brooklyn,303,36,57,25,8,BR03030,NW,NOSTRAND AV,Kosciuszko St,-73.951712,40.690775,Bedford-Stuyvesant (West),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94962857095618 40.6797717484904),3,Brooklyn,303,36,57,25,8,BR03031,NW,NOSTRAND AV,Herkimer St (Fulton),-73.94963,40.67978,Bedford-Stuyvesant (West),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94961857141912 40.679841748309514),3,Brooklyn,303,36,57,25,8,BR03032,NW,NOSTRAND AV,Herkimer St (Fulton),-73.94962,40.67985,Bedford-Stuyvesant (West),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95046257152357 40.670904750226285),3,Brooklyn,308,35,43,20,9,BR03033,NW,NOSTRAND AV,Lincoln Pl (St Johns Pl),-73.950464,40.670913,Crown Heights (North),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95045857192571 40.67094574987406),3,Brooklyn,308,35,43,20,9,BR03034,NW,NOSTRAND AV,Lincoln Pl (St Johns Pl),-73.95046,40.670954,Crown Heights (North),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95005857349597 40.654811752576784),3,Brooklyn,317,40,43,20,9,BR03036,SW,NOSTRAND AV,CLARKSON AV,-73.95006,40.65482,East Flatbush-Erasmus,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94957457326997 40.65021375434244),3,Brooklyn,317,40,42,21,9,BR03037,SW,NOSTRAND AV,CHURCH AV,-73.949576,40.650222,East Flatbush-Erasmus,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94957757293598 40.650252753474724),3,Brooklyn,317,40,42,21,9,BR03038,SW,NOSTRAND AV,CHURCH AV,-73.949579,40.650261,East Flatbush-Erasmus,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95247757195341 40.651372753522494),3,Brooklyn,317,40,42,21,9,BR03041,SE,ROGERS AV,Martense St,-73.952479,40.651381,East Flatbush-Erasmus,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95377957117574 40.66355175099353),3,Brooklyn,309,40,43,20,9,BR03043,SE,ROGERS AV,Empire Blvd,-73.953781,40.66356,Prospect Lefferts Gardens-Wingate,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95376957155335 40.66349175188156),3,Brooklyn,309,40,43,20,9,BR03044,SE,ROGERS AV,Empire Blvd,-73.953771,40.6635,Prospect Lefferts Gardens-Wingate,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95305757074802 40.67161574975634),3,Brooklyn,308,35,43,20,9,BR03045,SE,ROGERS AV,ST JOHNS PL,-73.953059,40.671624,Crown Heights (North),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95306057131211 40.67157874970392),3,Brooklyn,308,35,43,20,9,BR03046,SE,ROGERS AV,ST JOHNS PL,-73.953062,40.671587,Crown Heights (North),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95340856979112 40.681231747699634),3,Brooklyn,303,36,57,25,8,BR03047,SE,BEDFORD AV,Halsey St,-73.95341,40.68124,Bedford-Stuyvesant (West),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95339657012619 40.68118674774089),3,Brooklyn,303,36,57,25,8,BR03048,SE,BEDFORD AV,Halsey St,-73.953398,40.681195,Bedford-Stuyvesant (West),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95501056958823 40.68928674613129),3,Brooklyn,303,36,57,25,8,BR03049,SE,BEDFORD AV,Lafayette Av,-73.955012,40.689295,Bedford-Stuyvesant (West),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95500356906848 40.689250746270474),3,Brooklyn,303,36,57,25,8,BR03050,SE,BEDFORD AV,Lafayette Av,-73.955005,40.689259,Bedford-Stuyvesant (West),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98224356127365 40.685810748201334),3,Brooklyn,302,33,52,26,10,BR03052,SE,ATLANTIC AV,NEVINS ST,-73.982245,40.685819,Downtown Brooklyn-DUMBO-Boerum Hill,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.00939855526755 40.635291758975605),3,Brooklyn,312,38,49,17,10,BR03053,SE,60 St,8 AV,-74.0094,40.6353,Sunset Park (Central),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90840858428585 40.69276174441609),3,Brooklyn,304,37,54,18,7,BR03054,NW,HALSEY ST,Knickerbocker Av,-73.90841,40.69277,Bushwick (East),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.0092385563817 40.6111117640061),3,Brooklyn,311,43,47,17,11,BR03055,SE,86 St,15 AV,-74.00924,40.61112,Bath Beach,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.94726757652289 40.61441876095218),3,Brooklyn,314,45,41,22,9,BR03056,SW,KINGS HWY,E 27 ST,-73.947269,40.614427,Midwood,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.89451858956303 40.66606174906684),3,Brooklyn,305,42,60,19,8,BR03057,SW,Pennsylvania Av,Dumont Av,-73.89452,40.66607,East New York-New Lots,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.9940805561622 40.690053747228056),3,Brooklyn,306,39,52,26,10,BR03058,NW,ATLANTIC AV,CLINTON ST,-73.994082,40.690062,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94153357866688 40.59799376362543),3,Brooklyn,315,48,41,22,8,BR03059,SW,NOSTRAND AV,Av V,-73.941535,40.598002,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.90354758580906 40.678171747064006),3,Brooklyn,316,37,55,25,7,BR03061,NW,Van Sinderen Av,FULTON ST,-73.903549,40.67818,Ocean Hill,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9035875858415 40.67840474653989),3,Brooklyn,316,37,55,25,7,BR03062,NW,Van Sinderen Av,FULTON ST,-73.903589,40.678413,Ocean Hill,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9035945863852 40.678447746596724),3,Brooklyn,316,37,55,25,7,BR03063,NW,Van Sinderen Av,FULTON ST,-73.903596,40.678456,Ocean Hill,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89997258719782 40.676662746859854),3,Brooklyn,305,37,55,19,8,BR03064,SE,Alabama Av,EAST NEW YORK AV,-73.899974,40.676671,East New York (North),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92928157768004 40.684503746100475),3,Brooklyn,303,36,56,25,8,BR03066,NE,MALCOLM X BLVD,Halsey St,-73.929283,40.684512,Bedford-Stuyvesant (East),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92900657832405 40.67944774752285),3,Brooklyn,303,36,56,25,8,BR03067,NW,MALCOLM X BLVD,FULTON ST,-73.929008,40.679456,Bedford-Stuyvesant (East),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93119057913059 40.65798875171489),3,Brooklyn,309,41,43,20,9,BR03068,SW,UTICA AV,Winthrop St,-73.931192,40.657997,Prospect Lefferts Gardens-Wingate,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95374257035353 40.6808067478289),3,Brooklyn,303,36,57,25,8,BR03070,NW,FULTON ST,Bedford Av,-73.953744,40.680815,Bedford-Stuyvesant (West),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95480656919503 40.68579474722095),3,Brooklyn,303,36,57,25,8,BR03071,NW,GATES AV,Bedford Av,-73.954808,40.685803,Bedford-Stuyvesant (West),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97387556942813 40.59021576616879),3,Brooklyn,315,47,45,22,8,BR03072,NE,Av X,McDonald Av,-73.973877,40.590224,Gravesend (East)-Homecrest,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,3
POINT (-73.92979058121527 40.6160297594928),3,Brooklyn,318,46,59,21,8,BR03073,SW,Flatbush Av,Av R,-73.929792,40.616038,Marine Park-Mill Basin-Bergen Beach,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.91717258283524 40.67000774892589),3,Brooklyn,316,41,55,25,8,BR03074,NW,SARATOGA AV,St Johns Pl,-73.917174,40.670016,Ocean Hill,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97487056733655 40.6211957603179),3,Brooklyn,312,44,48,22,9,BR03075,SE,BAY PKWY,McDonald Av,-73.974872,40.621204,Mapleton-Midwood (West),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96232856677052 40.700061744995594),3,Brooklyn,302,33,52,18,7,BR03076,SW,WILLIAMSBURG ST,Kent Av,-73.96233,40.70007,Brooklyn Navy Yard,AE,,2
POINT (-73.95261657367672 40.63066875743791),3,Brooklyn,314,45,42,21,9,BR03077,SW,BEDFORD AV,CAMPUS RD,-73.952618,40.630677,Flatbush,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.95466757541874 40.58801176666653),3,Brooklyn,315,48,45,22,8,BR03078,NE,AV Z,E 15 ST,-73.954669,40.58802,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,1
POINT (-74.01233355375754 40.64326275704426),3,Brooklyn,307,38,51,26,10,BR0326,SW,5 AV,53 ST,-74.012335,40.643271,Sunset Park (West),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.99191155912243 40.66292475283788),3,Brooklyn,307,38,51,26,10,BR0337,SW,5 AV,18 ST,-73.991913,40.662933,Sunset Park (West),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.01159955378512 40.636620759069956),3,Brooklyn,307,38,49,17,10,BR0347,SE,60 ST,7 AV,-74.011601,40.636629,Sunset Park (Central),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96864956584078 40.6779017490188),3,Brooklyn,308,35,44,25,10,BR0364,NE,VANDERBILT AV,PROSPECT PL,-73.968651,40.67791,Prospect Heights,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96178356861758 40.6631137516612),3,Brooklyn,309,40,43,20,9,BR0388,SE,EMPIRE BLVD,FLATBUSH AV,-73.961785,40.663122,Prospect Lefferts Gardens-Wingate,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9621925691344 40.662582751508715),3,Brooklyn,309,40,43,20,9,BR0389,SW,FLATBUSH AV,OCEAN AV,-73.962194,40.662591,Prospect Lefferts Gardens-Wingate,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95062157200607 40.66940075048405),3,Brooklyn,309,35,43,20,9,BR0390,SW,NOSTRAND AV,EASTERN PKWY,-73.950623,40.669409,Crown Heights (South),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95136257207416 40.66396875157705),3,Brooklyn,309,35,43,20,9,BR0395,NW,EMPIRE BLVD,NOSTRAND AV,-73.951364,40.663977,Crown Heights (South),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95060357238577 40.66382175118007),3,Brooklyn,309,40,43,20,9,BR0396,SE,EMPIRE BLVD,NOSTRAND AV,-73.950605,40.66383,Prospect Lefferts Gardens-Wingate,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95645557064798 40.65558475276121),3,Brooklyn,309,40,43,20,9,BR0398,SW,BEDFORD AV,PARKSIDE AV,-73.956457,40.655593,Prospect Lefferts Gardens-Wingate,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96140156940626 40.65496075317386),3,Brooklyn,314,40,43,20,9,BR0399,SE,PARKSIDE AV,OCEAN AV,-73.961403,40.654969,Flatbush,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95005957246693 40.65476775284084),3,Brooklyn,317,40,43,20,9,BR0400,SW,NOSTRAND AV,CLARKSON AV,-73.950061,40.654776,East Flatbush-Erasmus,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.04006254632033 40.621939762262905),3,Brooklyn,310,43,64,26,11,BR0409,NE,SHORE RD,91 ST,-74.040064,40.621948,Bay Ridge,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.01622155296943 40.62570876118866),3,Brooklyn,310,43,49,26,11,BR0413,NE,BAY RIDGE PKWY,FT HAMILTON PKWY,-74.016223,40.625717,Dyker Heights,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.0259245501978 40.62118576268645),3,Brooklyn,310,43,46,26,11,BR0416,SE,86 ST,5 AV,-74.025926,40.621194,Bay Ridge,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.00718755691705 40.62025576151692),3,Brooklyn,310,43,49,26,11,BR0418,NE,BAY RIDGE PKWY,13 AV,-74.007189,40.620264,Dyker Heights,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.02759154947705 40.631686760337196),3,Brooklyn,310,43,46,26,11,BR0420,NE,3 AV,BAYRIDGE PKWY,-74.027593,40.631695,Bay Ridge,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.02244155070706 40.62974276061233),3,Brooklyn,310,43,46,26,11,BR0423,NE,5 AV,BAY RIDGE PKWY,-74.022443,40.629751,Bay Ridge,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.03449754780856 40.61478176384022),3,Brooklyn,310,43,46,26,11,BR0424,SE,3 AV,MARINE AV,-74.034499,40.61479,Bay Ridge,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.02422855166463 40.62016076226119),3,Brooklyn,310,43,46,26,11,BR0430,SE,86 ST,FT HAMILTON PKWY,-74.02423,40.620169,Bay Ridge,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.02285055126303 40.62949276065835),3,Brooklyn,310,43,46,26,11,BR0433,SW,BAY RIDGE PKWY,5 AV,-74.022852,40.629501,Bay Ridge,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98682356485317 40.598144765652115),3,Brooklyn,311,47,47,17,11,BR0460,NE,25 AV,86 ST,-73.986825,40.598153,Gravesend (West),X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,2
POINT (-73.97847856654307 40.61650776174326),3,Brooklyn,312,44,48,22,9,BR0465,SE,BAY PKWY,60 ST,-73.97848,40.616516,Mapleton-Midwood (West),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.99621456059228 40.61341576279262),3,Brooklyn,311,43,49,17,11,BR0467,SW,BAY RIDGE PKWY,18 AV,-73.996216,40.613424,Bensonhurst,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.99628156083385 40.613202762928786),3,Brooklyn,311,43,49,17,11,BR0469,SW,18 AV,BAY RIDGE PKWY,-73.996283,40.613211,Bensonhurst,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.99949856071449 40.59527376610564),3,Brooklyn,311,43,46,23,11,BR0471,SE,SHORE PKWY,BAY PKWY,-73.9995,40.595282,Gravesend (West),X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,1
POINT (-74.0028695593652 40.60751276389873),3,Brooklyn,311,43,47,17,11,BR0472,NW,86 ST,18 AV,-74.002871,40.607521,Bath Beach,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.00244955948473 40.607001764516504),3,Brooklyn,311,47,47,17,11,BR0473,SE,86 ST,18 AV,-74.002451,40.60701,Bensonhurst,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-74.00272955881589 40.60707576397727),3,Brooklyn,311,47,47,17,11,BR0474,SE,18 AV,86 ST,-74.002731,40.607084,Bensonhurst,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-74.0025345595172 40.607446764441164),3,Brooklyn,311,43,47,17,11,BR0475,NW,18 AV,86 ST,-74.002536,40.607455,Bath Beach,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.99681756099011 40.59589476588326),3,Brooklyn,311,47,47,17,11,BR0481,NW,CROPSEY AV,23 AV,-73.996819,40.595903,Gravesend (West),X,AREA OF MINIMAL FLOOD HAZARD,4
